

name,time/op (ns/op),±
RateLimiter/type:mutex;max_procs:8;x:16384-16,1.38333E+02,0%
RateLimiter/type:mutex;max_procs:8;x:18432-16,1.39667E+02,0%
RateLimiter/type:mutex;max_procs:8;x:20480-16,1.42000E+02,1%
RateLimiter/type:mutex;max_procs:8;x:22528-16,1.43667E+02,2%
RateLimiter/type:mutex;max_procs:8;x:24576-16,1.43667E+02,0%
RateLimiter/type:mutex;max_procs:8;x:26624-16,1.47333E+02,3%
RateLimiter/type:mutex;max_procs:8;x:28672-16,1.46000E+02,1%
RateLimiter/type:mutex;max_procs:8;x:30720-16,1.50667E+02,1%
RateLimiter/type:mutex;max_procs:8;x:32768-16,1.50667E+02,0%
RateLimiter/type:mutex;max_procs:8;x:34816-16,1.52333E+02,0%
RateLimiter/type:mutex;max_procs:8;x:36864-16,1.53000E+02,1%
RateLimiter/type:mutex;max_procs:8;x:38912-16,1.56667E+02,2%
RateLimiter/type:mutex;max_procs:8;x:40960-16,1.53667E+02,3%
RateLimiter/type:mutex;max_procs:8;x:43008-16,1.53667E+02,2%
RateLimiter/type:mutex;max_procs:8;x:45056-16,1.58667E+02,2%
RateLimiter/type:mutex;max_procs:8;x:47104-16,1.59667E+02,0%
RateLimiter/type:mutex;max_procs:8;x:49152-16,1.59000E+02,3%
RateLimiter/type:mutex;max_procs:8;x:51200-16,1.62333E+02,1%
RateLimiter/type:mutex;max_procs:8;x:53248-16,1.62333E+02,1%
RateLimiter/type:mutex;max_procs:8;x:55296-16,1.63333E+02,1%
RateLimiter/type:mutex;max_procs:8;x:57344-16,1.67000E+02,4%
RateLimiter/type:mutex;max_procs:8;x:59392-16,1.65333E+02,3%
RateLimiter/type:mutex;max_procs:8;x:61440-16,1.74000E+02,2%
RateLimiter/type:mutex;max_procs:8;x:63488-16,1.66333E+02,2%
RateLimiter/type:atomic;max_procs:16;x:1-16,1.00000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:2-16,1.18667E+02,2%
RateLimiter/type:atomic;max_procs:16;x:3-16,1.19000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:4-16,1.15667E+02,1%
RateLimiter/type:atomic;max_procs:16;x:5-16,1.21000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:6-16,1.27333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:7-16,1.32333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:8-16,1.36333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:9-16,1.36333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:10-16,1.36000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:11-16,1.38000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:12-16,1.39000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:13-16,1.41333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:14-16,1.43000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:15-16,1.44000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:16-16,1.45000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:24-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:32-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:40-16,1.51000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:48-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:56-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:64-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:72-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:80-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:88-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:96-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:104-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:112-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:120-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:128-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:144-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:160-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:176-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:192-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:208-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:224-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:240-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:256-16,1.52333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:272-16,1.52000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:288-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:304-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:320-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:336-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:352-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:368-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:384-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:400-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:416-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:432-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:448-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:464-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:480-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:496-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:512-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:544-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:576-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:608-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:640-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:672-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:704-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:736-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:768-16,1.53333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:800-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:832-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:864-16,1.54667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:896-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:928-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:960-16,1.54000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:992-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:1024-16,1.54333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1088-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1152-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1216-16,1.53333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:1280-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1344-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1408-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1472-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1536-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1600-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1664-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1728-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1792-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:1856-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:1920-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:1984-16,1.53000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:2048-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:2176-16,1.53333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:2304-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:2432-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:2560-16,1.53333E+02,2%
RateLimiter/type:atomic;max_procs:16;x:2688-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:2816-16,1.52333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:2944-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:3072-16,1.53667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:3200-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:3328-16,1.53667E+02,2%
RateLimiter/type:atomic;max_procs:16;x:3456-16,1.53333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:3584-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:3712-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:3840-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:3968-16,1.52333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:4096-16,1.52667E+02,1%
RateLimiter/type:atomic;max_procs:16;x:4608-16,1.52000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:5120-16,1.53000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:5632-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:6144-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:6656-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:7168-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:7680-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:8192-16,1.51000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:8704-16,1.50667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:9216-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:9728-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:10240-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:10752-16,1.51000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:11264-16,1.50667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:11776-16,1.50667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:12288-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:12800-16,1.51333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:13312-16,1.51667E+02,1%
RateLimiter/type:atomic;max_procs:16;x:13824-16,1.50667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:14336-16,1.50667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:14848-16,1.52000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:15360-16,1.51000E+02,0%
RateLimiter/type:atomic;max_procs:16;x:15872-16,1.51333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:16384-16,1.52667E+02,2%
RateLimiter/type:atomic;max_procs:16;x:18432-16,1.50667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:20480-16,1.51667E+02,1%
RateLimiter/type:atomic;max_procs:16;x:22528-16,1.51667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:24576-16,1.52333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:26624-16,1.51333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:28672-16,1.52333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:30720-16,1.52667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:32768-16,1.52333E+02,0%
RateLimiter/type:atomic;max_procs:16;x:34816-16,1.53667E+02,1%
RateLimiter/type:atomic;max_procs:16;x:36864-16,1.54000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:38912-16,1.55667E+02,3%
RateLimiter/type:atomic;max_procs:16;x:40960-16,1.52000E+02,1%
RateLimiter/type:atomic;max_procs:16;x:43008-16,1.54667E+02,3%
RateLimiter/type:atomic;max_procs:16;x:45056-16,1.53333E+02,1%
RateLimiter/type:atomic;max_procs:16;x:47104-16,1.55667E+02,2%
RateLimiter/type:atomic;max_procs:16;x:49152-16,1.54667E+02,0%
RateLimiter/type:atomic;max_procs:16;x:51200-16,1.58667E+02,6%
RateLimiter/type:atomic;max_procs:16;x:53248-16,1.75000E+02,21%
RateLimiter/type:atomic;max_procs:16;x:55296-16,1.56333E+02,2%
RateLimiter/type:atomic;max_procs:16;x:57344-16,1.56000E+02,2%
RateLimiter/type:atomic;max_procs:16;x:59392-16,1.54333E+02,2%
RateLimiter/type:atomic;max_procs:16;x:61440-16,1.57333E+02,3%
RateLimiter/type:atomic;max_procs:16;x:63488-16,1.54333E+02,2%
RateLimiter/type:atomic_int64;max_procs:16;x:1-16,6.63667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2-16,5.52667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3-16,4.65667E+01,2%
RateLimiter/type:atomic_int64;max_procs:16;x:4-16,3.87333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:5-16,3.97000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:6-16,4.04000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:7-16,4.09333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:8-16,4.06000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:9-16,3.95000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:10-16,3.83000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:11-16,3.70000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:12-16,3.55667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:13-16,3.44000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:14-16,3.36000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:15-16,3.31000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:16-16,3.28333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:24-16,3.27000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:32-16,3.26000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:40-16,3.24000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:48-16,3.24667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:56-16,3.24000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:64-16,3.23000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:72-16,3.23333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:80-16,3.23000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:88-16,3.22667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:96-16,3.22000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:104-16,3.22333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:112-16,3.22000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:120-16,3.22000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:128-16,3.21667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:144-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:160-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:176-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:192-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:208-16,3.20333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:224-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:240-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:256-16,3.19667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:272-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:288-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:304-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:320-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:336-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:352-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:368-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:384-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:400-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:416-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:432-16,3.19333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:448-16,3.19333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:464-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:480-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:496-16,3.19333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:512-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:544-16,3.19000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:576-16,3.19333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:608-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:640-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:672-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:704-16,3.20333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:736-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:768-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:800-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:832-16,3.20333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:864-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:896-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:928-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:960-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:992-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1024-16,3.20000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1088-16,3.20667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1152-16,3.20333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1216-16,3.20667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1280-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1344-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1408-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1472-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1536-16,3.21333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1600-16,3.21333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1664-16,3.21000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1728-16,3.21333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1792-16,3.21667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1856-16,3.21667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1920-16,3.22000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:1984-16,3.22000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2048-16,3.22000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2176-16,3.22333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2304-16,3.23333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2432-16,3.23000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2560-16,3.23333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2688-16,3.24000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2816-16,3.23667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:2944-16,3.24000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3072-16,3.24667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3200-16,3.25000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3328-16,3.25333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3456-16,3.26000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3584-16,3.26000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3712-16,3.26000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3840-16,3.25667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:3968-16,3.26000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:4096-16,3.25667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:4608-16,3.26000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:5120-16,3.26667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:5632-16,3.26667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:6144-16,3.27333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:6656-16,3.27333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:7168-16,3.27667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:7680-16,3.28000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:8192-16,3.28333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:8704-16,3.28000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:9216-16,3.28333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:9728-16,3.29000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:10240-16,3.29000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:10752-16,3.29000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:11264-16,3.29000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:11776-16,3.29667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:12288-16,3.29667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:12800-16,3.30000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:13312-16,3.32000E+01,1%
RateLimiter/type:atomic_int64;max_procs:16;x:13824-16,3.30667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:14336-16,3.31333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:14848-16,3.31000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:15360-16,3.31000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:15872-16,3.31000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:16384-16,3.31333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:18432-16,3.32667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:20480-16,3.33667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:22528-16,3.36000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:24576-16,3.37333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:26624-16,3.39667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:28672-16,3.43000E+01,1%
RateLimiter/type:atomic_int64;max_procs:16;x:30720-16,3.46000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:32768-16,3.49667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:34816-16,3.50667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:36864-16,3.53333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:38912-16,3.55000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:40960-16,3.58333E+01,1%
RateLimiter/type:atomic_int64;max_procs:16;x:43008-16,3.59000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:45056-16,3.62667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:47104-16,3.66667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:49152-16,3.69333E+01,1%
RateLimiter/type:atomic_int64;max_procs:16;x:51200-16,3.69000E+01,1%
RateLimiter/type:atomic_int64;max_procs:16;x:53248-16,3.70333E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:55296-16,3.72000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:57344-16,3.73667E+01,1%
RateLimiter/type:atomic_int64;max_procs:16;x:59392-16,3.75667E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:61440-16,3.76000E+01,0%
RateLimiter/type:atomic_int64;max_procs:16;x:63488-16,3.77333E+01,0%
RateLimiter/type:mutex;max_procs:16;x:1-16,7.55667E+01,3%
RateLimiter/type:mutex;max_procs:16;x:2-16,9.17333E+01,0%
RateLimiter/type:mutex;max_procs:16;x:3-16,1.00600E+02,1%
RateLimiter/type:mutex;max_procs:16;x:4-16,1.04000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:5-16,1.09000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:6-16,1.12000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:7-16,1.15000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:8-16,1.17333E+02,1%
RateLimiter/type:mutex;max_procs:16;x:9-16,1.18667E+02,1%
RateLimiter/type:mutex;max_procs:16;x:10-16,1.19000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:11-16,1.19667E+02,1%
RateLimiter/type:mutex;max_procs:16;x:12-16,1.20000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:13-16,1.21000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:14-16,1.20667E+02,1%
RateLimiter/type:mutex;max_procs:16;x:15-16,1.21000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:16-16,1.21000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:24-16,1.21667E+02,1%
RateLimiter/type:mutex;max_procs:16;x:32-16,1.21000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:40-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:48-16,1.21333E+02,1%
RateLimiter/type:mutex;max_procs:16;x:56-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:64-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:72-16,1.21667E+02,1%
RateLimiter/type:mutex;max_procs:16;x:80-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:88-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:96-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:104-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:112-16,1.22000E+02,0%
RateLimiter/type:mutex;max_procs:16;x:120-16,1.22000E+02,0%
